"dbms","table_catelog","table_schema","table_name","column_name","ordinal_position","data_type","character_maximum_length","constraint_type","table_schema","table_name","column_name"
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,FamilyBenefitAcceptanceSigningMethod,51,character varying,10,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,IsUnsecuredLoan,48,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,AnnualRateOfInterest,39,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,QuotationNo,2,character varying,100,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,ServiceVATAmount,36,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,VAP,19,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,DisbursedAmount,41,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,QuoteApprovedStatus,43,character varying,50,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,SanctionDate,16,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,CreateUserId,9,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,ExpiryDate,7,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepaymentAmount,26,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,LoanDate,20,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,QuotationId,1,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,QuantityInstallments,29,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,FirstRepayDate,21,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,VapAmount,40,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,ServiceFeeAmount,35,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,CreateDate,8,timestamp without time zone,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,LoanTerm,28,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,LifeInsurance,18,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,InitiationFeeAmount,37,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,Fees,12,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,OTPVerified,27,boolean,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,LoanAmount,10,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,TotalInstallment,22,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,Period,14,integer,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,Surplus,23,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,TotalInterest,34,numeric,,,,,
postgresql,Production.backoffice,backoffice,sqlmig.Quotation,RepoRateFactor,46,numeric,,,,,
